Subject,Channel_Pair,Band,Coherence
MDD S30 EC.fif,Fp1-T3,Beta,0.012632416292754134
MDD S30 EC.fif,Fp1-T3,Gamma,0.015323732493384323
MDD S30 EC.fif,Fp1-T5,Delta,0.13379401710682368
MDD S30 EC.fif,Fp1-T5,Theta,0.18202534019129046
MDD S30 EC.fif,Fp1-T5,Alpha,0.32927788736643376
MDD S30 EC.fif,Fp1-T5,Beta,0.03643471704567975
MDD S30 EC.fif,Fp1-T5,Gamma,0.020192457781054943
MDD S30 EC.fif,Fp1-Fz,Delta,0.0933219383905415
MDD S30 EC.fif,Fp1-Fz,Theta,0.29709164741356187
MDD S30 EC.fif,Fp1-Fz,Alpha,0.6203749649570292
MDD S30 EC.fif,Fp1-Fz,Beta,0.10995449197211687
MDD S30 EC.fif,Fp1-Fz,Gamma,0.21491747234320896
MDD S30 EC.fif,Fp1-Fp2,Delta,0.515884455717049
MDD S30 EC.fif,Fp1-Fp2,Theta,0.7220601633432566
MDD S30 EC.fif,Fp1-Fp2,Alpha,0.8972244350804773
MDD S30 EC.fif,Fp1-Fp2,Beta,0.276011370586497
MDD S30 EC.fif,Fp1-Fp2,Gamma,0.13033520779409408
MDD S30 EC.fif,Fp1-F4,Delta,0.0839045193320309
MDD S30 EC.fif,Fp1-F4,Theta,0.22136692053000792
MDD S30 EC.fif,Fp1-F4,Alpha,0.5431319182874588
MDD S30 EC.fif,Fp1-F4,Beta,0.10356391403752714
MDD S30 EC.fif,Fp1-F4,Gamma,0.09896558322203691
MDD S30 EC.fif,Fp1-C4,Delta,0.13642005545947353
MDD S30 EC.fif,Fp1-C4,Theta,0.056543790473385154
MDD S30 EC.fif,Fp1-C4,Alpha,0.17283232272880386
MDD S30 EC.fif,Fp1-C4,Beta,0.12456245309386116
MDD S30 EC.fif,Fp1-C4,Gamma,0.11433012236376372
MDD S30 EC.fif,Fp1-P4,Delta,0.5162676886284177
MDD S30 EC.fif,Fp1-P4,Theta,0.46815708277944335
MDD S30 EC.fif,Fp1-P4,Alpha,0.5479101064626747
MDD S30 EC.fif,Fp1-P4,Beta,0.12375229539692696
MDD S30 EC.fif,Fp1-P4,Gamma,0.041345503750799414
MDD S30 EC.fif,Fp1-O2,Delta,0.32271386329920715
MDD S30 EC.fif,Fp1-O2,Theta,0.34536315413392055
MDD S30 EC.fif,Fp1-O2,Alpha,0.4582864804534631
MDD S30 EC.fif,Fp1-O2,Beta,0.05927500923330143
MDD S30 EC.fif,Fp1-O2,Gamma,0.022685119841174082
MDD S30 EC.fif,Fp1-F8,Delta,0.31593538699019585
MDD S30 EC.fif,Fp1-F8,Theta,0.37352290552692535
MDD S30 EC.fif,Fp1-F8,Alpha,0.7097935963683233
MDD S30 EC.fif,Fp1-F8,Beta,0.11627999821058231
MDD S30 EC.fif,Fp1-F8,Gamma,0.028626023796963135
MDD S30 EC.fif,Fp1-T4,Delta,0.03151368325438946
MDD S30 EC.fif,Fp1-T4,Theta,0.024936784999793488
MDD S30 EC.fif,Fp1-T4,Alpha,0.07441069547409988
MDD S30 EC.fif,Fp1-T4,Beta,0.023396307009581743
MDD S30 EC.fif,Fp1-T4,Gamma,0.01671404361758217
MDD S30 EC.fif,Fp1-T6,Delta,0.22680752608223487
MDD S30 EC.fif,Fp1-T6,Theta,0.25560628517218276
MDD S30 EC.fif,Fp1-T6,Alpha,0.3765776600700333
MDD S30 EC.fif,Fp1-T6,Beta,0.054697146894141714
MDD S30 EC.fif,Fp1-T6,Gamma,0.015072431684682846
MDD S30 EC.fif,Fp1-Cz,Delta,0.16231947612552614
MDD S30 EC.fif,Fp1-Cz,Theta,0.06854100743489812
MDD S30 EC.fif,Fp1-Cz,Alpha,0.15936894676746824
MDD S30 EC.fif,Fp1-Cz,Beta,0.10897952165841623
MDD S30 EC.fif,Fp1-Cz,Gamma,0.14114551813356277
MDD S30 EC.fif,Fp1-Pz,Delta,0.5054820071014025
MDD S30 EC.fif,Fp1-Pz,Theta,0.45581828929022916
MDD S30 EC.fif,Fp1-Pz,Alpha,0.5227107652338909
MDD S30 EC.fif,Fp1-Pz,Beta,0.13923648289982943
MDD S30 EC.fif,Fp1-Pz,Gamma,0.07126940975082346
MDD S30 EC.fif,F3-C3,Delta,0.18876272115715037
MDD S30 EC.fif,F3-C3,Theta,0.2915015391648845
MDD S30 EC.fif,F3-C3,Alpha,0.2246248878768944
MDD S30 EC.fif,F3-C3,Beta,0.12185948314786464
MDD S30 EC.fif,F3-C3,Gamma,0.1497183860016646
MDD S30 EC.fif,F3-P3,Delta,0.15445994710554095
MDD S30 EC.fif,F3-P3,Theta,0.2092703377128331
MDD S30 EC.fif,F3-P3,Alpha,0.4463790655070982
MDD S30 EC.fif,F3-P3,Beta,0.03079527508651608
MDD S30 EC.fif,F3-P3,Gamma,0.005156535843350183
MDD S30 EC.fif,F3-O1,Delta,0.4044654159540143
MDD S30 EC.fif,F3-O1,Theta,0.45890781423962895
MDD S30 EC.fif,F3-O1,Alpha,0.5672160097669702
MDD S30 EC.fif,F3-O1,Beta,0.08568584616358557
MDD S30 EC.fif,F3-O1,Gamma,0.029454240308214048
MDD S30 EC.fif,F3-F7,Delta,0.3453708836679922
MDD S30 EC.fif,F3-F7,Theta,0.3702200150159906
MDD S30 EC.fif,F3-F7,Alpha,0.581466345392289
MDD S30 EC.fif,F3-F7,Beta,0.12077584057493201
MDD S30 EC.fif,F3-F7,Gamma,0.14849966630959094
MDD S30 EC.fif,F3-T3,Delta,0.10805626584517665
MDD S30 EC.fif,F3-T3,Theta,0.07048289927232981
MDD S30 EC.fif,F3-T3,Alpha,0.10133157069225739
MDD S30 EC.fif,F3-T3,Beta,0.015628515159972316
MDD S30 EC.fif,F3-T3,Gamma,0.010567222668912035
MDD S30 EC.fif,F3-T5,Delta,0.14545886318025134
MDD S30 EC.fif,F3-T5,Theta,0.2018390893209272
MDD S30 EC.fif,F3-T5,Alpha,0.3454362412301626
MDD S30 EC.fif,F3-T5,Beta,0.027380302391000963
MDD S30 EC.fif,F3-T5,Gamma,0.0090723785576266
MDD S30 EC.fif,F3-Fz,Delta,0.5067818781898572
MDD S30 EC.fif,F3-Fz,Theta,0.6873678584382746
MDD S30 EC.fif,F3-Fz,Alpha,0.8365773731892863
MDD S30 EC.fif,F3-Fz,Beta,0.3565816034406988
MDD S30 EC.fif,F3-Fz,Gamma,0.23536555077018725
MDD S30 EC.fif,F3-Fp2,Delta,0.10440338700587086
MDD S30 EC.fif,F3-Fp2,Theta,0.22716797078877748
MDD S30 EC.fif,F3-Fp2,Alpha,0.5831856287979575
MDD S30 EC.fif,F3-Fp2,Beta,0.07975917505731787
MDD S30 EC.fif,F3-Fp2,Gamma,0.09172222708947787
MDD S30 EC.fif,F3-F4,Delta,0.20330705146378336
MDD S30 EC.fif,F3-F4,Theta,0.38916448099170375
MDD S30 EC.fif,F3-F4,Alpha,0.7060126464544751
MDD S30 EC.fif,F3-F4,Beta,0.13590981701032182
MDD S30 EC.fif,F3-F4,Gamma,0.0524414409521363
MDD S30 EC.fif,F3-C4,Delta,0.012782694114079746
MDD S30 EC.fif,F3-C4,Theta,0.07091164678581574
MDD S30 EC.fif,F3-C4,Alpha,0.22231698490573443
MDD S30 EC.fif,F3-C4,Beta,0.02033308431171938
MDD S30 EC.fif,F3-C4,Gamma,0.014490667016837289
MDD S30 EC.fif,F3-P4,Delta,0.4032110487576082
MDD S30 EC.fif,F3-P4,Theta,0.4318474659024656
MDD S30 EC.fif,F3-P4,Alpha,0.5252992091471318
MDD S30 EC.fif,F3-P4,Beta,0.0896404876529917
MDD S30 EC.fif,F3-P4,Gamma,0.022273285647052325
MDD S30 EC.fif,F3-O2,Delta,0.4698347707785494
MDD S30 EC.fif,F3-O2,Theta,0.5404542759005699
MDD S30 EC.fif,F3-O2,Alpha,0.6102786989614042
MDD S30 EC.fif,F3-O2,Beta,0.09638542423140442
MDD S30 EC.fif,F3-O2,Gamma,0.02759411857326707
MDD S30 EC.fif,F3-F8,Delta,0.03322789242916215
MDD S30 EC.fif,F3-F8,Theta,0.08275477776520287
MDD S30 EC.fif,F3-F8,Alpha,0.41084759285726
MDD S30 EC.fif,F3-F8,Beta,0.07148415377607444
MDD S30 EC.fif,F3-F8,Gamma,0.050186280725579166
MDD S30 EC.fif,F3-T4,Delta,0.04321042067117397
MDD S30 EC.fif,F3-T4,Theta,0.08696582737262687
MDD S30 EC.fif,F3-T4,Alpha,0.05168360175093879
MDD S30 EC.fif,F3-T4,Beta,0.02018991839541162
MDD S30 EC.fif,F3-T4,Gamma,0.013493774919616768
MDD S30 EC.fif,F3-T6,Delta,0.5069738768175264
MDD S30 EC.fif,F3-T6,Theta,0.5342401388623577
MDD S30 EC.fif,F3-T6,Alpha,0.5363333047201889
MDD S30 EC.fif,F3-T6,Beta,0.08916112554676442
MDD S30 EC.fif,F3-T6,Gamma,0.03212723856478749
MDD S30 EC.fif,F3-Cz,Delta,0.04202653388323125
MDD S30 EC.fif,F3-Cz,Theta,0.2078850740472325
MDD S30 EC.fif,F3-Cz,Alpha,0.2427908607987499
MDD S30 EC.fif,F3-Cz,Beta,0.09410469954913185
MDD S30 EC.fif,F3-Cz,Gamma,0.10216269875049597
MDD S30 EC.fif,F3-Pz,Delta,0.20017096359947217
MDD S30 EC.fif,F3-Pz,Theta,0.21250695008056436
MDD S30 EC.fif,F3-Pz,Alpha,0.36325548254425327
MDD S30 EC.fif,F3-Pz,Beta,0.05154648483034013
MDD S30 EC.fif,F3-Pz,Gamma,0.006145242577726904
MDD S30 EC.fif,C3-P3,Delta,0.21329068351228506
MDD S30 EC.fif,C3-P3,Theta,0.0946345327474496
MDD S30 EC.fif,C3-P3,Alpha,0.24733985099716993
MDD S30 EC.fif,C3-P3,Beta,0.17871922997059295
MDD S30 EC.fif,C3-P3,Gamma,0.047749453981901
MDD S30 EC.fif,C3-O1,Delta,0.029661536771714632
MDD S30 EC.fif,C3-O1,Theta,0.11210858259444195
MDD S30 EC.fif,C3-O1,Alpha,0.15758261728665235
MDD S30 EC.fif,C3-O1,Beta,0.014841518690170582
MDD S30 EC.fif,C3-O1,Gamma,0.011965327906248354
MDD S30 EC.fif,C3-F7,Delta,0.018145975186619517
MDD S30 EC.fif,C3-F7,Theta,0.07438834305145427
MDD S30 EC.fif,C3-F7,Alpha,0.14923348253024404
MDD S30 EC.fif,C3-F7,Beta,0.020478094089378552
MDD S30 EC.fif,C3-F7,Gamma,0.0634221185634071
MDD S30 EC.fif,C3-T3,Delta,0.0708489135415726
MDD S30 EC.fif,C3-T3,Theta,0.1290443933328993
MDD S30 EC.fif,C3-T3,Alpha,0.24428033399696236
MDD S30 EC.fif,C3-T3,Beta,0.10086194003709871
MDD S30 EC.fif,C3-T3,Gamma,0.06859332607457078
MDD S30 EC.fif,C3-T5,Delta,0.014819966048612996
MDD S30 EC.fif,C3-T5,Theta,0.009183627188603143
MDD S30 EC.fif,C3-T5,Alpha,0.11853663166670857
MDD S30 EC.fif,C3-T5,Beta,0.03640392495357779
MDD S30 EC.fif,C3-T5,Gamma,0.010095358924213423
MDD S30 EC.fif,C3-Fz,Delta,0.10636147816398843
MDD S30 EC.fif,C3-Fz,Theta,0.14725064859195514
MDD S30 EC.fif,C3-Fz,Alpha,0.1618062397696275
MDD S30 EC.fif,C3-Fz,Beta,0.0729810564137412
MDD S30 EC.fif,C3-Fz,Gamma,0.1029359722838917
MDD S30 EC.fif,C3-Fp2,Delta,0.15604218312306997
MDD S30 EC.fif,C3-Fp2,Theta,0.05900444909643613
MDD S30 EC.fif,C3-Fp2,Alpha,0.1181865616418049
MDD S30 EC.fif,C3-Fp2,Beta,0.07828693135797218
MDD S30 EC.fif,C3-Fp2,Gamma,0.08352373338073879
MDD S30 EC.fif,C3-F4,Delta,0.007041834848654185
MDD S30 EC.fif,C3-F4,Theta,0.030028610371347894
MDD S30 EC.fif,C3-F4,Alpha,0.11149595478905022
MDD S30 EC.fif,C3-F4,Beta,0.012051417784619795
MDD S30 EC.fif,C3-F4,Gamma,0.024474869334641217
MDD S30 EC.fif,C3-C4,Delta,0.030232689945647644
MDD S30 EC.fif,C3-C4,Theta,0.015664931101576688
MDD S30 EC.fif,C3-C4,Alpha,0.08856714772025345
MDD S30 EC.fif,C3-C4,Beta,0.020957727344825296
MDD S30 EC.fif,C3-C4,Gamma,0.028626066692470323
MDD S30 EC.fif,C3-P4,Delta,0.011871317663283684
MDD S30 EC.fif,C3-P4,Theta,0.08955980294827735
MDD S30 EC.fif,C3-P4,Alpha,0.1505682023856166
MDD S30 EC.fif,C3-P4,Beta,0.03264561797749732
MDD S30 EC.fif,C3-P4,Gamma,0.0066193553114040375
MDD S30 EC.fif,C3-O2,Delta,0.07943847738291367
MDD S30 EC.fif,C3-O2,Theta,0.25001857819098333
MDD S30 EC.fif,C3-O2,Alpha,0.2901128358706629
MDD S30 EC.fif,C3-O2,Beta,0.06934696980592941
MDD S30 EC.fif,C3-O2,Gamma,0.03010446184626892
MDD S30 EC.fif,C3-F8,Delta,0.2693870152701833
MDD S30 EC.fif,C3-F8,Theta,0.12458665568400461
MDD S30 EC.fif,C3-F8,Alpha,0.11282530288783972
MDD S30 EC.fif,C3-F8,Beta,0.09111718081593484
MDD S30 EC.fif,C3-F8,Gamma,0.06384107961286567
MDD S30 EC.fif,C3-T4,Delta,0.3072474321197108
MDD S30 EC.fif,C3-T4,Theta,0.2664186568104876
MDD S30 EC.fif,C3-T4,Alpha,0.14167225958921975
MDD S30 EC.fif,C3-T4,Beta,0.1001738461403556
MDD S30 EC.fif,C3-T4,Gamma,0.058115840055733184
MDD S30 EC.fif,C3-T6,Delta,0.22019604064755716
MDD S30 EC.fif,C3-T6,Theta,0.34709849895835865
MDD S30 EC.fif,C3-T6,Alpha,0.3440223525757559
MDD S30 EC.fif,C3-T6,Beta,0.11474862335257173
MDD S30 EC.fif,C3-T6,Gamma,0.01756614184191187
MDD S30 EC.fif,C3-Cz,Delta,0.3267669267294773
MDD S30 EC.fif,C3-Cz,Theta,0.3000299268625201
MDD S30 EC.fif,C3-Cz,Alpha,0.2881407389708117
MDD S30 EC.fif,C3-Cz,Beta,0.16161124220056997
MDD S30 EC.fif,C3-Cz,Gamma,0.07729961337170634
MDD S30 EC.fif,C3-Pz,Delta,0.13475732570758248
MDD S30 EC.fif,C3-Pz,Theta,0.04135786766129937
MDD S30 EC.fif,C3-Pz,Alpha,0.0926948429562055
MDD S30 EC.fif,C3-Pz,Beta,0.07064764207458316
MDD S30 EC.fif,C3-Pz,Gamma,0.17471635669332097
MDD S30 EC.fif,P3-O1,Delta,0.5195406229486006
MDD S30 EC.fif,P3-O1,Theta,0.5134110777165
MDD S30 EC.fif,P3-O1,Alpha,0.525739049896201
MDD S30 EC.fif,P3-O1,Beta,0.4225410402012399
MDD S30 EC.fif,P3-O1,Gamma,0.28628206949805735
MDD S30 EC.fif,P3-F7,Delta,0.23334819196136922
MDD S30 EC.fif,P3-F7,Theta,0.17231379939330718
MDD S30 EC.fif,P3-F7,Alpha,0.41535214400812076
MDD S30 EC.fif,P3-F7,Beta,0.04210741037354085
MDD S30 EC.fif,P3-F7,Gamma,0.03835670106533589
MDD S30 EC.fif,P3-T3,Delta,0.010070489035185178
MDD S30 EC.fif,P3-T3,Theta,0.014676204027737465
MDD S30 EC.fif,P3-T3,Alpha,0.0998412688023372
MDD S30 EC.fif,P3-T3,Beta,0.014190335256573284
MDD S30 EC.fif,P3-T3,Gamma,0.06636483070808115
MDD S30 EC.fif,P3-T5,Delta,0.49059529656830536
MDD S30 EC.fif,P3-T5,Theta,0.5151140258417561
MDD S30 EC.fif,P3-T5,Alpha,0.5551740998081387
MDD S30 EC.fif,P3-T5,Beta,0.5629077566726478
MDD S30 EC.fif,P3-T5,Gamma,0.6135082058359121
MDD S30 EC.fif,P3-Fz,Delta,0.15197984201271214
MDD S30 EC.fif,P3-Fz,Theta,0.28284380370199047
MDD S30 EC.fif,P3-Fz,Alpha,0.49032241780676294
MDD S30 EC.fif,P3-Fz,Beta,0.11201298706706717
MDD S30 EC.fif,P3-Fz,Gamma,0.03575696061830495
MDD S30 EC.fif,P3-Fp2,Delta,0.5021446493213525
MDD S30 EC.fif,P3-Fp2,Theta,0.5083986559152218
MDD S30 EC.fif,P3-Fp2,Alpha,0.6550785275957783
MDD S30 EC.fif,P3-Fp2,Beta,0.1171169496921524
MDD S30 EC.fif,P3-Fp2,Gamma,0.03262336988799479
MDD S30 EC.fif,P3-F4,Delta,0.34795670785781196
MDD S30 EC.fif,P3-F4,Theta,0.4267886151361627
MDD S30 EC.fif,P3-F4,Alpha,0.5607975578060114
MDD S30 EC.fif,P3-F4,Beta,0.07587091308182185
MDD S30 EC.fif,P3-F4,Gamma,0.0156740761909934
MDD S30 EC.fif,P3-C4,Delta,0.01815390393508897
MDD S30 EC.fif,P3-C4,Theta,0.15168915110289546
MDD S30 EC.fif,P3-C4,Alpha,0.24194506274092456
MDD S30 EC.fif,P3-C4,Beta,0.05211047539374261
MDD S30 EC.fif,P3-C4,Gamma,0.02061902213491363
MDD S30 EC.fif,P3-P4,Delta,0.2763213968382567
MDD S30 EC.fif,P3-P4,Theta,0.14321573982101568
MDD S30 EC.fif,P3-P4,Alpha,0.21894196269198624
MDD S30 EC.fif,P3-P4,Beta,0.08983890473823673
MDD S30 EC.fif,P3-P4,Gamma,0.14072968558099286
MDD S30 EC.fif,P3-O2,Delta,0.25374325231974565
MDD S30 EC.fif,P3-O2,Theta,0.18741569761187837
MDD S30 EC.fif,P3-O2,Alpha,0.2403657812138353
MDD S30 EC.fif,P3-O2,Beta,0.18244176711199275
MDD S30 EC.fif,P3-O2,Gamma,0.349529586558368
MDD S30 EC.fif,P3-F8,Delta,0.6354078477564687
MDD S30 EC.fif,P3-F8,Theta,0.5914453723112589
MDD S30 EC.fif,P3-F8,Alpha,0.7224444909282466
MDD S30 EC.fif,P3-F8,Beta,0.1235995943944599
MDD S30 EC.fif,P3-F8,Gamma,0.07953698967992055
MDD S30 EC.fif,P3-T4,Delta,0.3520183607459721
MDD S30 EC.fif,P3-T4,Theta,0.2680158052144349
MDD S30 EC.fif,P3-T4,Alpha,0.2869554121024549
MDD S30 EC.fif,P3-T4,Beta,0.0864602505857437
MDD S30 EC.fif,P3-T4,Gamma,0.06218412509777864
MDD S30 EC.fif,P3-T6,Delta,0.030747203589450173
MDD S30 EC.fif,P3-T6,Theta,0.03459706326790439
MDD S30 EC.fif,P3-T6,Alpha,0.1125880364787007
MDD S30 EC.fif,P3-T6,Beta,0.02807256638374981
MDD S30 EC.fif,P3-T6,Gamma,0.0849722720417422
MDD S30 EC.fif,P3-Cz,Delta,0.09692172451733846
MDD S30 EC.fif,P3-Cz,Theta,0.0338758178434619
MDD S30 EC.fif,P3-Cz,Alpha,0.13521445513895333
MDD S30 EC.fif,P3-Cz,Beta,0.028782975385599385
MDD S30 EC.fif,P3-Cz,Gamma,0.22670359168052337
MDD S30 EC.fif,P3-Pz,Delta,0.591684347863111
MDD S30 EC.fif,P3-Pz,Theta,0.4599709153278632
MDD S30 EC.fif,P3-Pz,Alpha,0.5399475364616608
MDD S30 EC.fif,P3-Pz,Beta,0.4184427402547545
MDD S30 EC.fif,P3-Pz,Gamma,0.17883935875934212
MDD S30 EC.fif,O1-F7,Delta,0.17579251780310193
MDD S30 EC.fif,O1-F7,Theta,0.184772599041376
MDD S30 EC.fif,O1-F7,Alpha,0.31481184357490816
MDD S30 EC.fif,O1-F7,Beta,0.019737732530455025
MDD S30 EC.fif,O1-F7,Gamma,0.025492215618728054
MDD S30 EC.fif,O1-T3,Delta,0.009354219759386464
MDD S30 EC.fif,O1-T3,Theta,0.014579594311602662
MDD S30 EC.fif,O1-T3,Alpha,0.02862988022548875
MDD S30 EC.fif,O1-T3,Beta,0.015842282129212005
MDD S30 EC.fif,O1-T3,Gamma,0.04824882989449231
MDD S30 EC.fif,O1-T5,Delta,0.567659819704437
MDD S30 EC.fif,O1-T5,Theta,0.6061609314539401
MDD S30 EC.fif,O1-T5,Alpha,0.6914846453693663
MDD S30 EC.fif,O1-T5,Beta,0.5158331233348117
MDD S30 EC.fif,O1-T5,Gamma,0.33044612472445783
MDD S30 EC.fif,O1-Fz,Delta,0.4293283108490722
MDD S30 EC.fif,O1-Fz,Theta,0.5353286719789857
MDD S30 EC.fif,O1-Fz,Alpha,0.6586893170382309
MDD S30 EC.fif,O1-Fz,Beta,0.20368243560437752
MDD S30 EC.fif,O1-Fz,Gamma,0.04051237495362799
MDD S30 EC.fif,O1-Fp2,Delta,0.2906117459799317
MDD S30 EC.fif,O1-Fp2,Theta,0.345544152600769
MDD S30 EC.fif,O1-Fp2,Alpha,0.4926231033167079
MDD S30 EC.fif,O1-Fp2,Beta,0.0740902563074266
MDD S30 EC.fif,O1-Fp2,Gamma,0.023172214512780637
MDD S30 EC.fif,O1-F4,Delta,0.48068998936198204
MDD S30 EC.fif,O1-F4,Theta,0.5358705084475973
MDD S30 EC.fif,O1-F4,Alpha,0.6527884793040606
MDD S30 EC.fif,O1-F4,Beta,0.09144835481142954
MDD S30 EC.fif,O1-F4,Gamma,0.02356685794918992
MDD S30 EC.fif,O1-C4,Delta,0.11007793802425755
MDD S30 EC.fif,O1-C4,Theta,0.34688807515590253
MDD S30 EC.fif,O1-C4,Alpha,0.5254584385131167
MDD S30 EC.fif,O1-C4,Beta,0.11921519042661405
MDD S30 EC.fif,O1-C4,Gamma,0.03454749380015643
MDD S30 EC.fif,O1-P4,Delta,0.20964623060913848
MDD S30 EC.fif,O1-P4,Theta,0.12688325405276768
MDD S30 EC.fif,O1-P4,Alpha,0.16941714098266497
MDD S30 EC.fif,O1-P4,Beta,0.1609786167478332
MDD S30 EC.fif,O1-P4,Gamma,0.37613657493491387
MDD S30 EC.fif,O1-O2,Delta,0.6184864922388725
MDD S30 EC.fif,O1-O2,Theta,0.5681178493828257
MDD S30 EC.fif,O1-O2,Alpha,0.6283643788317717
MDD S30 EC.fif,O1-O2,Beta,0.4752348652238857
MDD S30 EC.fif,O1-O2,Gamma,0.3759875434754217
MDD S30 EC.fif,O1-F8,Delta,0.3224699951707756
MDD S30 EC.fif,O1-F8,Theta,0.30899059405515833
MDD S30 EC.fif,O1-F8,Alpha,0.5063614722692825
MDD S30 EC.fif,O1-F8,Beta,0.055786114559071745
MDD S30 EC.fif,O1-F8,Gamma,0.03814369963815969
MDD S30 EC.fif,O1-T4,Delta,0.12846640426672887
MDD S30 EC.fif,O1-T4,Theta,0.06934033462896341
MDD S30 EC.fif,O1-T4,Alpha,0.1354651934558765
MDD S30 EC.fif,O1-T4,Beta,0.04014151116418058
MDD S30 EC.fif,O1-T4,Gamma,0.0793836835148943
MDD S30 EC.fif,O1-T6,Delta,0.18700136492713956
MDD S30 EC.fif,O1-T6,Theta,0.2081854652678342
MDD S30 EC.fif,O1-T6,Alpha,0.2885737017283749
MDD S30 EC.fif,O1-T6,Beta,0.1470015141605278
MDD S30 EC.fif,O1-T6,Gamma,0.2842405977430448
MDD S30 EC.fif,O1-Cz,Delta,0.05659177562019381
MDD S30 EC.fif,O1-Cz,Theta,0.2914023617296743
MDD S30 EC.fif,O1-Cz,Alpha,0.35116152465333
MDD S30 EC.fif,O1-Cz,Beta,0.08746452600625129
MDD S30 EC.fif,O1-Cz,Gamma,0.02129269450975153
MDD S30 EC.fif,O1-Pz,Delta,0.2636639040159949
MDD S30 EC.fif,O1-Pz,Theta,0.17027244659493845
MDD S30 EC.fif,O1-Pz,Alpha,0.1917503510268837
MDD S30 EC.fif,O1-Pz,Beta,0.25688212769114566
MDD S30 EC.fif,O1-Pz,Gamma,0.29010212386978745
MDD S30 EC.fif,F7-T3,Delta,0.5316784752994442
MDD S30 EC.fif,F7-T3,Theta,0.4756585019212308
MDD S30 EC.fif,F7-T3,Alpha,0.3104890934099533
MDD S30 EC.fif,F7-T3,Beta,0.02376779331401619
MDD S30 EC.fif,F7-T3,Gamma,0.018508029416544218
MDD S30 EC.fif,F7-T5,Delta,0.011788987658007816
MDD S30 EC.fif,F7-T5,Theta,0.025988997497560347
MDD S30 EC.fif,F7-T5,Alpha,0.12971245334032142
MDD S30 EC.fif,F7-T5,Beta,0.011152610609611745
MDD S30 EC.fif,F7-T5,Gamma,0.028976355488699763
MDD S30 EC.fif,F7-Fz,Delta,0.027421936036992323
MDD S30 EC.fif,F7-Fz,Theta,0.10319706778161125
MDD S30 EC.fif,F7-Fz,Alpha,0.39138349989338234
MDD S30 EC.fif,F7-Fz,Beta,0.06251765632317689
MDD S30 EC.fif,F7-Fz,Gamma,0.09185504684820488
MDD S30 EC.fif,F7-Fp2,Delta,0.28443720229572617
MDD S30 EC.fif,F7-Fp2,Theta,0.2866623802412883
MDD S30 EC.fif,F7-Fp2,Alpha,0.6384246818074836
MDD S30 EC.fif,F7-Fp2,Beta,0.09977646180177488
MDD S30 EC.fif,F7-Fp2,Gamma,0.032254382687372025
MDD S30 EC.fif,F7-F4,Delta,0.008745265303660961
MDD S30 EC.fif,F7-F4,Theta,0.05808805312351655
MDD S30 EC.fif,F7-F4,Alpha,0.31594749368302544
MDD S30 EC.fif,F7-F4,Beta,0.07322675121132868
MDD S30 EC.fif,F7-F4,Gamma,0.052279511197524046
MDD S30 EC.fif,F7-C4,Delta,0.32864749250497594
MDD S30 EC.fif,F7-C4,Theta,0.12202956254585964
MDD S30 EC.fif,F7-C4,Alpha,0.10218990179584014
MDD S30 EC.fif,F7-C4,Beta,0.12054232146316289
MDD S30 EC.fif,F7-C4,Gamma,0.0486887609587358
MDD S30 EC.fif,F7-P4,Delta,0.6178835381269475
MDD S30 EC.fif,F7-P4,Theta,0.5289082184401163
MDD S30 EC.fif,F7-P4,Alpha,0.6944601965508039
MDD S30 EC.fif,F7-P4,Beta,0.13640861767375312
MDD S30 EC.fif,F7-P4,Gamma,0.054079654499564526
MDD S30 EC.fif,F7-O2,Delta,0.2616650864103295
MDD S30 EC.fif,F7-O2,Theta,0.26901358214835175
MDD S30 EC.fif,F7-O2,Alpha,0.4225895180753654
MDD S30 EC.fif,F7-O2,Beta,0.03645520669903163
MDD S30 EC.fif,F7-O2,Gamma,0.014231790142596021
MDD S30 EC.fif,F7-F8,Delta,0.14033641175539974
MDD S30 EC.fif,F7-F8,Theta,0.12624350686672925
MDD S30 EC.fif,F7-F8,Alpha,0.4762404194984911
MDD S30 EC.fif,F7-F8,Beta,0.042921410246483646
MDD S30 EC.fif,F7-F8,Gamma,0.00947198048192245
MDD S30 EC.fif,F7-T4,Delta,0.01461791047178713
MDD S30 EC.fif,F7-T4,Theta,0.014194658769825721
MDD S30 EC.fif,F7-T4,Alpha,0.055356670288380753
MDD S30 EC.fif,F7-T4,Beta,0.029380245304268738
MDD S30 EC.fif,F7-T4,Gamma,0.014647724989233729
MDD S30 EC.fif,F7-T6,Delta,0.23100978594390767
MDD S30 EC.fif,F7-T6,Theta,0.22987677448130034
MDD S30 EC.fif,F7-T6,Alpha,0.37121207761606295
MDD S30 EC.fif,F7-T6,Beta,0.053489156566100274
MDD S30 EC.fif,F7-T6,Gamma,0.015437027965918415
MDD S30 EC.fif,F7-Cz,Delta,0.24768521866866247
MDD S30 EC.fif,F7-Cz,Theta,0.06393948445793876
MDD S30 EC.fif,F7-Cz,Alpha,0.1249519753128086
MDD S30 EC.fif,F7-Cz,Beta,0.0803579024864767
MDD S30 EC.fif,F7-Cz,Gamma,0.07487192713642986
MDD S30 EC.fif,F7-Pz,Delta,0.49913479962376506
MDD S30 EC.fif,F7-Pz,Theta,0.40489476682805897
MDD S30 EC.fif,F7-Pz,Alpha,0.5826374844508795
MDD S30 EC.fif,F7-Pz,Beta,0.0989434082915104
